Name,Episodes,Released Year,Language,Rating,Ranking
Bangkok Bachelors,16,2016,Thai,7.5,5388
See You in Time,16,2017,Taiwanese,7.5,5389
The 3rd Ward,20,2012,Korean,7.5,5390
Futmalls.com,8,2020,Taiwanese,7.5,5391
Last Hope,11,2013,Japanese,7.5,5392
Road to Rebirth,46,2021,Chinese,7.5,5393
Failing in Love,10,2019,Korean,7.5,5396
Yangotonaki Ichizoku,11,2022,Japanese,7.5,5397
Angel Eyes,20,2014,Korean,7.5,5399
My Queen,21,2009,Taiwanese,7.5,5402
"Nakuna, Hara-chan",10,2013,Japanese,7.5,5404
Stay,4,2015,Thai,7.5,5405
Shall We Fall in Love,35,2018,Chinese,7.5,5406
Astrophile,18,2022,Thai,7.5,5408
Love for Two Lives,32,2022,Chinese,7.5,5409
Extremely Perilous Love,24,2023,Chinese,7.5,5410
Ru Hua Ru Tu Season 2,21,2022,Chinese,7.5,5411
Resident - 5-nin no Kenshui,10,2012,Japanese,7.5,5412
Yasuko to Kenji,10,2008,Japanese,7.5,5413
Haken Uranaishi Ataru,9,2019,Japanese,7.5,5414
The Queen of SOP,33,2012,Chinese,7.5,5416
"Unmei ni, Nita Koi",8,2016,Japanese,7.5,5417
Bijo to Danshi,20,2015,Japanese,7.5,5418
My Girl,20,2018,Thai,7.5,5419
Record of Youth,16,2020,Korean,7.5,5421
Shuttle Love Millennium,28,2016,Chinese,7.5,5423
Meet in Gourmet Food,20,2019,Chinese,7.5,5425
Unubore Deka,11,2010,Japanese,7.5,5426
Master Devil Do Not Kiss Me Season 2,23,2017,Chinese,7.5,5427
A Little Love Song,24,2019,Chinese,7.5,5428
After School: Lucky or Not,12,2013,Korean,7.5,5430
Hotelier,20,2001,Korean,7.5,5432
Densha Otoko,11,2005,Japanese,7.5,5433
Reunited Worlds,40,2017,Korean,7.5,5434
Oh My Lord,15,2022,Chinese,7.5,5435
Wish Woosh Season 2,10,2019,Korean,7.5,5439
Weaving a Tale of Love,40,2021,Chinese,7.5,5441
Daisy Luck,10,2018,Japanese,7.5,5442
Drunken to Love You,30,2011,Taiwanese,7.5,5446
Wish You: Your Melody From My Heart,8,2020,Korean,7.5,5447
Raise de wa Chanto Shimasu,12,2020,Japanese,7.5,5451
"The Starry Night, the Starry Sea Season 2",34,2017,Chinese,7.5,5453
The [emailprotected],24,2017,Korean,7.5,5454
Hikonin Sentai Akibaranger Season Tsuu,13,2013,Japanese,7.5,5455
Kamen Rider Revice,50,2021,Japanese,7.5,5456
Witch's Love,12,2018,Korean,7.5,5458
Return the World to You,58,2019,Chinese,7.5,5459
Radiant Office,16,2017,Korean,7.5,5462
Fake Phoenixes,12,2017,Chinese,7.5,5463
Never Gone,36,2018,Chinese,7.5,5464
Face Off,42,2017,Chinese,7.5,5465
Art in Love,39,2017,Chinese,7.5,5468
Girl Next Room: Security Love,6,2020,Thai,7.5,5470
Sweet and Cold,31,2023,Chinese,7.5,5471
Kamen Rider Zi-O,49,2018,Japanese,7.5,5474
Yokai Ningen Bem,10,2011,Japanese,7.5,5475
Together with Me: The Next Chapter,13,2018,Thai,7.5,5476
Memory Love,18,2017,Taiwanese,7.5,5477
Hotaru no Hikari 2,11,2010,Japanese,7.5,5478
Yang Di Wei Huan,30,2022,Chinese,7.5,5480
Boy for Rent,12,2019,Thai,7.5,5483
Paternity Tester,15,2022,Chinese,7.5,5484
Psychic Princess Season  2,72,2020,Chinese,7.5,5485
Father's House,2,2009,Korean,7.5,5487
"Ghost Host, Ghost House",8,2022,Thai,7.5,5488
Re: Na mo Naki Sekai no End Roll: Half a Year Later,3,2021,Japanese,7.5,5496
Yonder,6,2022,Korean,7.5,5497
The Tuxedo: Re-Edit Version,4,2022,Thai,7.5,5498
Amazing Sisters,20,2021,Chinese,7.5,5499
Love Songs Love Stories Special: Close To My Heartbeats,2,2016,Thai,7.5,5502
KeiYaku: Abunai Aibou,10,2022,Japanese,7.5,5503
Untouchable Lovers,54,2018,Chinese,7.5,5504
Switch On,24,2021,Thai,7.5,5505
Legend of Nine Tails Fox,37,2016,Chinese,7.5,5507
The Coolest World,40,2021,Chinese,7.5,5509
4 Reasons Why I Hate Christmas,6,2019,Korean,7.5,5510
"Don't Lie, Rahee",4,2022,Korean,7.5,5511
H.I.T,20,2007,Korean,7.5,5512
Voice,11,2009,Japanese,7.5,5513
Toki wo Kakeru Shoujo,5,2016,Japanese,7.5,5515
Blowing in the Wind,28,2019,Chinese,7.5,5516
Soulmate,12,2006,Korean,7.5,5517
The Classic of Mountains and Seas,46,2016,Chinese,7.5,5521
Fai Lang Fai,14,2015,Thai,7.5,5522
Nemesis,10,2021,Japanese,7.5,5524
Itsuka Hi no Ataru Basho de,10,2013,Japanese,7.5,5525
Hey Pro My Mountain Girl,12,2019,Chinese,7.5,5526
Saikou no Jinsei no Owarikata - Ending Planner,10,2012,Japanese,7.5,5528
Majurat See Nam Pueng,15,2013,Thai,7.5,5530
Lover or Stranger,29,2021,Chinese,7.5,5533
Almost Famous,24,2022,Chinese,7.5,5534
Cheer Up,16,2022,Korean,7.5,5536
The King's Face,23,2014,Korean,7.5,5539
My Too Perfect Sons,54,2009,Korean,7.5,5540
Legend of Fragrance,44,2015,Chinese,7.5,5541
Leh Game Rak,26,2020,Thai,7.5,5542
Warning Ahead,23,2022,Chinese,7.5,5544
Love Around,21,2013,Taiwanese,7.5,5545
Wang's Family,50,2013,Korean,7.5,5546
Ru: Taiwan Express,3,2020,Japanese,7.5,5547
Jao Sao Salatan,22,2014,Thai,7.5,5548
The Producers,12,2015,Korean,7.5,5550
Heartbeat Broadcasting Accident,10,2021,Korean,7.5,5552
Afraid Of,3,2019,Korean,7.5,5553
Love in a Loop,24,2022,Chinese,7.5,5554
Queen Dugu,50,2019,Chinese,7.5,5556
Go! My Hero!,16,2022,Chinese,7.5,5557
Follow Saretara Owari,16,2019,Japanese,7.5,5558
Voice: 110 Emergency Control Room,10,2019,Japanese,7.5,5559
Tokyo Seimenjo,6,2021,Japanese,7.5,5560
Reinoryokusha Odagiri Kyoko no Uso,9,2010,Japanese,7.5,5561
Mirror: A Tale of Twin Cities,43,2022,Chinese,7.5,5562
Ten Years Late,39,2019,Chinese,7.5,5564
Q10,9,2010,Japanese,7.5,5566
14-sai no Haha,11,2006,Japanese,7.5,5570
Hey Pro My Mountain Girl Second Season,12,2019,Chinese,7.5,5571
Jikou Keisatsu,9,2006,Japanese,7.5,5572
"Me too, Flower!",15,2011,Korean,7.5,5573
Your Imagination Becomes Reality,8,2018,Korean,7.5,5574
Heartbeat Love,5,2012,Taiwanese,7.5,5576
Temperature of Love,40,2017,Korean,7.5,5578
Suddenly Seventeen,26,2016,Chinese,7.5,5579
Meet You,12,2021,Chinese,7.5,5581
Lovers in Bloom,120,2017,Korean,7.5,5582
"I Am Sorry, I Love You",13,2015,Taiwanese,7.5,5585
Unicorn,12,2022,Korean,7.5,5586
Kindaichi Shonen no Jikenbo 3,9,2001,Japanese,7.5,5587
Q Series: Close Your Eyes Before It's Dark,7,2016,Taiwanese,7.5,5591
Jao Sao Chapor Kit,27,2015,Thai,7.5,5592
The King of Blaze,28,2018,Chinese,7.5,5593
Zettai Kareshi,11,2008,Japanese,7.5,5594
One Sunny Day,10,2014,Korean,7.5,5595
You're My Sky,12,2022,Thai,7.5,5597
A Step into the Past,40,2018,Chinese,7.5,5599
Secret Garden,20,2019,Thai,7.5,5601
I Need Romance Season 2,16,2012,Korean,7.5,5602
Prom Pissawat,16,2020,Thai,7.5,5603
Ngao Jai,15,2015,Thai,7.5,5605
Song Naree,15,2019,Thai,7.5,5606
Rugal,16,2020,Korean,7.5,5607
Lovers,20,2006,Korean,7.5,5608
I Cannot Hug You,16,2017,Chinese,7.5,5609
My Everlasting Bride,24,2023,Chinese,7.5,5610
Osen,10,2008,Japanese,7.5,5611
To My Beautiful Woo Ri,3,2019,Korean,7.5,5613
My Princess,16,2011,Korean,7.5,5615
Bokutachi ga Yarimashita,10,2017,Japanese,7.5,5616
The Guilty Secret,12,2019,Korean,7.5,5618
Gakeppuchi Hotel,10,2018,Japanese,7.5,5619
The Rules of Love,12,2019,Chinese,7.5,5620
Well-Intended Love,20,2019,Chinese,7.5,5622
Mop Girl,10,2007,Japanese,7.5,5624
Bump Off Lover,14,2006,Taiwanese,7.5,5626
O-Negative,26,2016,Thai,7.5,5627
100% Era,8,2021,Korean,7.5,5629
Romance with Blind Master,15,2023,Chinese,7.5,5634
Tomodachi Game,4,2017,Japanese,7.5,5642
Love & the Emperor,24,2020,Chinese,7.5,5643
Mutsu: Mieru Me,10,2015,Japanese,7.5,5644
Fah Jarod Sai,11,2013,Thai,7.5,5645
May Queen,38,2012,Korean,7.5,5646
Dao Kiang Duen,14,2014,Thai,7.5,5647
The Other Half of Me and You,32,2021,Chinese,7.5,5648
For Married Doctress,24,2020,Chinese,7.5,5649
Mia Archeep,19,2020,Thai,7.5,5650
Hide and Seek,48,2018,Korean,7.5,5651
Kenja no Ai,4,2016,Japanese,7.5,5653
Society Obsessed with Love,5,2018,Korean,7.5,5654
Engine Sentai Go-Onger,50,2008,Japanese,7.5,5655
Cinderella Chef,56,2018,Chinese,7.5,5657
Zero no Shinjitsu,8,2014,Japanese,7.5,5658
Utsukushii Rinjin,10,2011,Japanese,7.5,5659
Girl Next Room: Midnight Fantasy,4,2020,Thai,7.5,5660
A Model Family,10,2022,Korean,7.5,5661
"Maybe, Maybe Not",8,2019,Korean,7.5,5663
"Edo Moiselle: Reiwa de Koi, Itashinsu",10,2021,Japanese,7.5,5664
Cupid of Zhou Dynasty,24,2019,Chinese,7.5,5665
Plerng Prang Tian,12,2019,Thai,7.5,5666
Unasked Family,123,2019,Korean,7.5,5668
Graceful Friends,17,2020,Korean,7.5,5670
Bright as the Moon,40,2021,Chinese,7.5,5672
Grid,10,2022,Korean,7.5,5673
Be Strong Geum Soon,163,2005,Korean,7.5,5675
Alive,8,2019,Korean,7.5,5677
A Daughter Just Like You,120,2015,Korean,7.5,5678
Sumika Sumire,8,2016,Japanese,7.5,5679
I See You,12,2016,Thai,7.5,5680
Tensou Sentai Goseiger,50,2010,Japanese,7.5,5682
Mengfei Comes Across,36,2018,Chinese,7.5,5685
Hush,16,2020,Korean,7.5,5687
Magic Star,51,2017,Chinese,7.5,5690
"Totsuzen Desu ga, Ashita Kekkon Shimasu",9,2017,Japanese,7.5,5693
Heaven's Order,20,2013,Korean,7.5,5696
The Endless Love,32,2017,Chinese,7.5,5697
Long For You 2,24,2018,Chinese,7.5,5698
Umareru.,10,2011,Japanese,7.5,5702
The Master of Revenge,20,2016,Korean,7.5,5703
Juui Dolittle,9,2010,Japanese,7.5,5705
The Heiress,24,2020,Chinese,7.5,5707
Naeil's Cantabile,16,2014,Korean,7.5,5708
My Best Ex-Boyfriend,42,2015,Chinese,7.5,5712
Three Brothers,70,2009,Korean,7.5,5713
Doubles - Futari no Keiji,9,2013,Japanese,7.5,5714
The Evolution of Our Love,40,2018,Chinese,7.5,5715
Please Be Married Season 2,30,2021,Chinese,7.5,5717
The Spies Who Loved Me,16,2020,Korean,7.5,5719
I Wanna Hear Your Song,32,2019,Korean,7.5,5720
Alibi Kuzushi Uketamawarimasu,7,2020,Japanese,7.5,5722
Bangkok Breaking,6,2021,Thai,7.5,5723
RESCUE,9,2009,Japanese,7.5,5724
Answer - Keishichou Kenshou Sousakan,9,2012,Japanese,7.5,5725
Bitch X Rich,10,2023,Korean,7.5,5726
The Great Merchant,30,2010,Korean,7.5,5728
Rakuen,6,2017,Japanese,7.5,5731
Samee Tee Tra,13,2014,Thai,7.5,5732
Remember My Boy,24,2021,Chinese,7.5,5735
Kabe Sa Doujin Sakka no Neko Yashiki-kun wa Shouninyokkyuu wo Kojiraseteiru,8,2022,Japanese,7.5,5737
Asuko March!,9,2011,Japanese,7.5,5738
Fate,40,2020,Chinese,7.5,5739
Sisyphus,12,2020,Chinese,7.5,5740
Lie to Me,16,2011,Korean,7.5,5741
Game Rak Ao Keun,22,2019,Thai,7.5,5742
Please Be Married,30,2021,Chinese,7.5,5744
Love Is for Suckers,16,2022,Korean,7.5,5747
Heartbeat Love,28,2021,Chinese,7.5,5748
After the Show Ends,8,2016,Korean,7.5,5749
Rich Family's Son,100,2018,Korean,7.5,5751
Love Scene Number,8,2021,Korean,7.5,5752
Stay With Me,38,2016,Chinese,7.5,5753
Kishiryu Sentai Ryusoulger,48,2019,Japanese,7.5,5756
Princess Jieyou,45,2016,Chinese,7.5,5757
"Smile, Dong Hae",159,2010,Korean,7.5,5758
"Oniichan, Gacha",12,2015,Japanese,7.5,5761
The Lover,12,2015,Korean,7.5,5766
Mood Indigo,6,2019,Japanese,7.5,5769
First Love Story Season 2,6,2017,Korean,7.5,5774
Pandora: Beneath the Paradise,16,2023,Korean,7.5,5778
Miss Ye in Wonderland,24,2022,Chinese,7.5,5779
Miss Devil: HR's Devil Mako Tsubaki,10,2018,Japanese,7.5,5780
Kon La Kop Fah,13,2016,Thai,7.5,5783
Princess at Large 2,15,2020,Chinese,7.5,5784
Kirawareru Yuuki,10,2017,Japanese,7.5,5785
Beauty From Heart,45,2021,Chinese,7.5,5787
The Player,16,2021,Thai,7.5,5791
Warm and Cozy,16,2015,Korean,7.5,5792
Gumiho: Tale of the Fox's Child,16,2010,Korean,7.5,5793
Secret Love,10,2014,Korean,7.5,5795
Couple or Trouble,16,2006,Korean,7.5,5796
Fairy From the Painting,24,2022,Chinese,7.5,5798
Yubikoi: Kimi ni Okuru Message,12,2013,Japanese,7.5,5799
Hometown,12,2021,Korean,7.5,5803
Hiru Season 2,6,2022,Japanese,7.5,5804
Moon River,30,2015,Taiwanese,7.5,5805
"Romance, Talking",8,2020,Korean,7.5,5806
Unkind Women,24,2015,Korean,7.5,5807
The Immortal Promise,21,2022,Chinese,7.5,5808
Otenki Onee-san,9,2013,Japanese,7.5,5809
Love @ Seventeen,15,2016,Taiwanese,7.5,5811
Hello Dear Ancestors,24,2018,Chinese,7.5,5813
Mute,4,2020,Korean,7.5,5814
Talay Luang,17,2021,Thai,7.5,5817
Delicious Destiny,53,2017,Chinese,7.5,5820
The Way We Were,50,2018,Chinese,7.5,5822
Fun Fueng,16,2014,Thai,7.5,5823
School Tales the Series,8,2022,Thai,7.5,5824
Love Mate,8,2023,Korean,7.5,5825
My Amazing Bride,40,2015,Chinese,7.5,5826
9 Seconds: Eternal Time,7,2015,Korean,7.5,5827
"Never Give Up, Dodo",10,2013,Chinese,7.5,5829
Love's Lies,44,2018,Chinese,7.5,5833
My Girlfriend's Boyfriend,16,2017,Chinese,7.5,5837
Wonderful Days,50,2014,Korean,7.5,5838
Maid's Revenge,30,2022,Chinese,7.5,5839
Must You Go?,8,2021,Korean,7.5,5840
Death Note NEW GENERATION,3,2016,Japanese,7.5,5843
Doubtful Victory,40,2017,Korean,7.5,5845
Prince Coffee Lab,38,2018,Chinese,7.5,5846
My Marvellous Fable,24,2023,Chinese,7.5,5847
Yankee-kun to Megane-chan,10,2010,Japanese,7.5,5851
Neung Nai Suang,17,2005,Thai,7.5,5853
Summer Guys,10,2021,Korean,7.5,5854
Back to the 2008,10,2021,Korean,7.5,5855
Fall in Love with a Scientist,24,2021,Chinese,7.5,5856
Spark,10,2016,Japanese,7.5,5857
Mr. Insomnia Waiting for Love,24,2023,Chinese,7.5,5859
49,11,2013,Japanese,7.5,5862
3 Noom Nuer Tong,15,2011,Thai,7.5,5865
Anniversary Anyway,14,2019,Korean,7.5,5866
U-Prince: The Playful Comm-Arts,4,2017,Thai,7.5,5867
Sud Sai Pan,17,2013,Thai,7.5,5868
Devil Inspector Season 2,18,2018,Korean,7.5,5869
Pretty Man Season 2,26,2019,Chinese,7.5,5870
The Iron Empress,78,2009,Korean,7.5,5872
The Fugitive: Plan B,20,2010,Korean,7.5,5874
IQ246: Kareinaru Jikenbo,10,2016,Japanese,7.5,5875
Sealed with a Kiss,28,2011,Chinese,7.5,5876
About Time,16,2018,Korean,7.5,5877
Miracle,14,2022,Korean,7.5,5878
Luead Mungkorn: Singh,10,2015,Thai,7.5,5880
Samurai High School,9,2009,Japanese,7.5,5881
Kokoro ga Pokitto ne,10,2015,Japanese,7.5,5882
I Want To Become A Hard Persimmon,22,2007,Taiwanese,7.5,5884
Scams,9,2019,Japanese,7.5,5885
Love Relationship,9,2015,Japanese,7.5,5889
Luead Rak Torranong,14,2016,Thai,7.5,5890
The Liar and His Lover,16,2017,Korean,7.5,5891
The Pursuit of Happiness,13,2013,Taiwanese,7.5,5892
"The Starry Night, the Starry Sea",32,2017,Chinese,7.5,5893
Porn Prom Onlaweng,15,2013,Thai,7.5,5894
Vacation of Love,35,2021,Chinese,7.5,5898
Princess of Lanling King,47,2016,Chinese,7.5,5900
4-punkan no Marigold,10,2019,Japanese,7.5,5901
Hearts of Nineteen,167,2006,Korean,7.5,5908
One Night Steal,11,2019,Thai,7.5,5909
Banana Actually 2,12,2016,Korean,7.5,5911
Love Family,72,2013,Taiwanese,7.5,5913
Sweet 18,16,2004,Korean,7.5,5914
Birth of a Beauty,21,2014,Korean,7.5,5915
Secret Boutique,32,2019,Korean,7.5,5916
Yanxi Palace: Princess Adventures,6,2019,Chinese,7.5,5917
Gift,11,1997,Japanese,7.5,5921
Once Upon a Time in Saengchori,20,2010,Korean,7.5,5922
Nippon Noir: Detective Y's Rebellion,10,2019,Japanese,7.5,5923
The Whirlwind Girl Season 2,36,2016,Chinese,7.5,5924
If I Can Love You So,46,2019,Chinese,7.5,5925
"Dragon Day, You're Dead Season 3",36,2022,Chinese,7.5,5927
Ngao Asoke,31,2008,Thai,7.5,5929
When I See You Again,20,2015,Taiwanese,7.5,5931
Dao Kiao Duen,11,2013,Thai,7.5,5932
The Flaming Heart,24,2021,Chinese,7.5,5934
My Husky Boyfriend,12,2021,Chinese,7.4,5935
Our Love,36,2013,Chinese,7.4,5937
Border Town Prodigal,50,2016,Chinese,7.4,5938
U-Prince: The Extroverted Humanist,4,2017,Thai,7.4,5939
Dok Go Bin Is Updating,12,2020,Korean,7.4,5940
Blossom in Heart,52,2019,Chinese,7.4,5941
The Sweetest Secret,24,2021,Chinese,7.4,5942
In Between,15,2012,Taiwanese,7.4,5947
Swimming Battle,18,2016,Taiwanese,7.4,5950
To Be Continued,12,2015,Korean,7.4,5954
Strawberry Night Saga,11,2019,Japanese,7.4,5955
I Picked Up a Star on the Road,10,2018,Korean,7.4,5956
Princess at Large 3,15,2020,Chinese,7.4,5959
Mr. Swimmer,46,2018,Chinese,7.4,5960
Unattackable Women,18,2021,Chinese,7.4,5962
Given,6,2021,Japanese,7.4,5963
Bravo My Life,56,2017,Korean,7.4,5964
Yellow,10,2017,Korean,7.4,5965
Mrs. Cop Season 2,20,2016,Korean,7.4,5966
Golden Rainbow,41,2013,Korean,7.4,5968
Taiyo to Umi no Kyoshitsu,10,2008,Japanese,7.4,5971
Love Distance,10,2020,Japanese,7.4,5973
Nowhere Man,8,2019,Taiwanese,7.4,5975
Raise de wa Chanto Shimasu Season 3,12,2022,Japanese,7.4,5977
Beauty of Resilience,36,2023,Chinese,7.4,5979
Real:Time:Love,15,2019,Korean,7.4,5980
Wong Wien Hua Jai,18,2021,Thai,7.4,5981
A Taiwanese Tale of Two Cities,20,2018,Taiwanese,7.4,5983
9 End 2 Outs,16,2007,Korean,7.4,5984
Buang Ruk Gamathep,28,2009,Thai,7.4,5985
The Way We Love,15,2019,Taiwanese,7.4,5986
The Girl in Blue,32,2010,Chinese,7.4,5987
"Koi Nante, Honki de Yatte Do Suru no?",10,2022,Japanese,7.4,5988
Survival Wedding,10,2018,Japanese,7.4,5989
Part-time Mello,12,2021,Korean,7.4,5991
What Is Love,16,2012,Taiwanese,7.4,5992
Ikemen Desu Ne,11,2011,Japanese,7.4,5993
Love Is in the Air,24,2018,Chinese,7.4,5996
I Am GHOST,24,2009,Japanese,7.4,5997
Operation Love,32,2017,Chinese,7.4,5999
Kha Khong Khon,20,2011,Thai,7.4,6000
Higashino Keigo Mysteries,11,2012,Japanese,7.4,6001
The Virus,10,2013,Korean,7.4,6005
Beginners!,10,2012,Japanese,7.4,6006
Vampire Detective,12,2016,Korean,7.4,6007
The King and I,63,2007,Korean,7.4,6008
"Nevertheless,",10,2021,Korean,7.4,6009
The Time We Were Not in Love,16,2015,Korean,7.4,6010
La Pluie,12,2023,Thai,7.4,6011
Joosama ni Sasagu Kusuriyubi,6,2023,Japanese,7.4,6013
Saboriman Kantarou,12,2017,Japanese,7.4,6014
Last Scandal,16,2008,Korean,7.4,6015
My Eternal Star,22,2023,Chinese,7.4,6016
See You After Quarantine?,10,2021,Taiwanese,7.4,6017
My Idol,24,2018,Chinese,7.4,6019
Country Boy 2,2,2022,Thai,7.4,6020
Heartbeat,16,2023,Korean,7.4,6021
Gourmet,24,2008,Korean,7.4,6023
Plerng Boon,17,2017,Thai,7.4,6024
Shujin-ko,6,2019,Japanese,7.4,6025
Woof & Meow  Do you Love Me?,10,2022,Korean,7.4,6028
Tong: Memories,12,2016,Korean,7.4,6031
Tazza,21,2008,Korean,7.4,6032
Maya Tawan,13,2013,Thai,7.4,6033
Wild Romance,16,2012,Korean,7.4,6037
Jojo's World,15,2017,Taiwanese,7.4,6039
Golden Bride,64,2007,Korean,7.4,6040
Sawan Biang,12,2008,Thai,7.4,6041
Spring Waltz,20,2006,Korean,7.4,6043
The Fox Fairy,36,2021,Chinese,7.4,6045
Majo Saiban,10,2009,Japanese,7.4,6046
True Colours,24,2020,Chinese,7.4,6047
Banana Actually,8,2015,Korean,7.4,6049
Cain and Abel,10,2016,Japanese,7.4,6051
Muean Khon La Fark Fah,13,2017,Thai,7.4,6053
Tsumi to Batsu: A Falsified Romance,6,2012,Japanese,7.4,6054
Khun Chai Tharathorn,10,2013,Thai,7.4,6055
Ishitachi no Renai Jijo,11,2015,Japanese,7.4,6059
Wanru's Journey,24,2023,Chinese,7.4,6060
Crime Squad,16,2011,Korean,7.4,6061
The Legend of Jin Yan,34,2020,Chinese,7.4,6063
Klin Kasalong,15,2019,Thai,7.4,6064
When We Were Young,32,2017,Chinese,7.4,6066
You Are the Best!,50,2013,Korean,7.4,6069
GARO: The One Who Shines in the Darkness,25,2013,Japanese,7.4,6071
River Flows to You,52,2019,Chinese,7.4,6074
Buang Hong,12,2017,Thai,7.4,6076
Ikinokotta 6-nin ni Yoru to,6,2022,Japanese,7.4,6078
Second to Last Love,20,2016,Korean,7.4,6081
Himitsu Chouhouin Erika,13,2011,Japanese,7.4,6083
Master Devil Do Not Kiss Me,23,2017,Chinese,7.4,6084
Brilliant Heritage,122,2020,Korean,7.4,6086
Water Boys 2,12,2004,Japanese,7.4,6089
The Devil Punisher,20,2020,Taiwanese,7.4,6091
Golden Time,23,2012,Korean,7.4,6093
Devil Lover,17,2015,Thai,7.4,6094
Bite Sisters,10,2021,Korean,7.4,6097
Affairs of a Drama Queen,26,2022,Chinese,7.4,6101
Ice Fantasy,62,2016,Chinese,7.4,6102
Cruel Palace - War of Flowers,50,2013,Korean,7.4,6103
My Love from the Ocean,28,2018,Chinese,7.4,6104
En of Love: Love Mechanics,4,2020,Thai,7.4,6105
House of Bluebird,50,2015,Korean,7.4,6106
Hook,13,2020,Thai,7.4,6108
Busu no Hitomi ni Koishiteru,8,2019,Japanese,7.4,6110
YOUniverse,4,2018,Thai,7.4,6111
The Colors of Our Time,4,2020,Korean,7.4,6112
"Drag, I Love You",22,2022,Thai,7.4,6114
Material Queen,22,2011,Taiwanese,7.4,6116
Ouran High School Host Club,11,2011,Japanese,7.4,6121
Summer's Desire,36,2018,Chinese,7.4,6124
Hamaru Otoko ni Keritai Onna,10,2023,Japanese,7.4,6126
I Have a Smart Doctor Wife,22,2023,Chinese,7.4,6128
Control - Hanzai Shinri Sousa,11,2011,Japanese,7.4,6129
Five,8,2017,Japanese,7.4,6130
doS Deka,11,2015,Japanese,7.4,6131
Hayako Sensei,9,2016,Japanese,7.4,6133
Love Is Drop by Drop,120,2016,Korean,7.4,6134
All About Secrets,24,2017,Chinese,7.4,6135
Ase to Sekken,9,2022,Japanese,7.4,6137
Kimcheed Radish Cubes,44,2007,Korean,7.4,6138
Five Fingers,30,2012,Korean,7.4,6139
Glitch,10,2022,Korean,7.4,6140
Legend of Yun Qian,15,2020,Chinese,7.4,6141
"Good-bye, Mr. Black",20,2016,Korean,7.4,6142
Watashitachi no Kyokasho,12,2007,Japanese,7.4,6143
Let's Only Walk The Flower Road,8,2017,Korean,7.4,6145
First Love Story,6,2017,Korean,7.4,6146
Mr. Right,45,2018,Chinese,7.4,6147
Choco Milk Shake,11,2022,Korean,7.4,6148
Funouhan,4,2017,Japanese,7.4,6149
4 Kinds of House,4,2018,Korean,7.4,6150
Cheat My Boss,24,2019,Chinese,7.4,6152
About Love,4,2014,Korean,7.4,6153
Huang Shu Da Ren Jie Yuan Ba,24,2022,Chinese,7.4,6154
Sengyou Shufu Tantei ~Watashi wa Shadow,9,2011,Japanese,7.4,6155
Three Dads One Mom,16,2008,Korean,7.4,6157
My Dear Loser: Happy Ever After,12,2017,Thai,7.4,6159
Khing Kor Rar Khar Kor Rang,34,2019,Thai,7.4,6160
Jun & Jun,8,2023,Korean,7.4,6161
Like Love,15,2014,Chinese,7.4,6162
You Are the Miracle,23,2019,Chinese,7.4,6163
The King of Blaze 2,33,2018,Chinese,7.4,6164
Magerarenai Onna,10,2010,Japanese,7.4,6165
Boku wa Doko kara,11,2020,Japanese,7.4,6168
Prom Mai Dai Likit,27,2018,Thai,7.4,6169
Taste of Love,24,2023,Chinese,7.4,6170
Switch Girl!!,8,2011,Japanese,7.4,6171
Kaibutsu kun,9,2010,Japanese,7.4,6172
Rondo,11,2006,Japanese,7.4,6173
Jao Sao Chang Yon,30,2018,Thai,7.4,6174
Stick to the Script!,40,2021,Chinese,7.4,6175
Jai Rao,15,2008,Thai,7.4,6180
Transit Girls,8,2015,Japanese,7.4,6181
Ms. Perfect,20,2017,Korean,7.4,6182
Devil-in-Law,17,2023,Thai,7.4,6184
U-Prince: The Gentle Vet,4,2016,Thai,7.4,6185
Jinx,10,2021,Korean,7.4,6186
The King of Romance,17,2016,Taiwanese,7.4,6189
Conspiracy in the Court,8,2007,Korean,7.4,6193
Hiru,6,2022,Japanese,7.4,6194
Toshi no Sakon,8,2020,Japanese,7.4,6195
"Hyde, Jekyll, Me",20,2015,Korean,7.4,6196
Golden Empire,24,2013,Korean,7.4,6197
Deka Wanko,10,2011,Japanese,7.4,6205
Kiina,9,2009,Japanese,7.4,6206
Love Returns,120,2017,Korean,7.4,6207
Sometoon 2020,10,2020,Korean,7.4,6208
One More Time,8,2016,Korean,7.4,6209
On Air,21,2008,Korean,7.4,6210
Peach of Time,10,2021,Korean,7.4,6211
Cheese in the Trap,16,2016,Korean,7.4,6215
Private Lives,16,2020,Korean,7.4,6217
"Thinking of You, Lu Xiang Bei",36,2016,Chinese,7.4,6218
Bad Boys J,12,2013,Japanese,7.4,6220
